source,config,llm,prompt,model_class,protocol,question,human_logic
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen6,6,
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen6,7,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen6,8,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen6,9,
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen7,1,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen7,2,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen7,3,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen7,4,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen7,5,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen7,6,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen7,7,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen7,8,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen7,9,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen8,1,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen8,2,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen8,3,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen8,4,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen8,5,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen8,6,
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen8,7,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen8,8,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen8,9,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen9,1,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen9,2,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen9,3,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen9,4,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen9,5,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen9,6,
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen9,7,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen9,8,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen9,9,
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen10,1,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen10,2,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen10,3,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen10,4,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen10,5,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen10,6,
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen10,7,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen10,8,
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen10,9,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen11,1,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen11,2,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen11,3,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen11,4,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen11,5,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen11,6,
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen11,7,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen11,8,3.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen11,9,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen12,1,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen12,2,
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen12,3,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen12,4,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen12,5,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen12,6,
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen12,7,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen12,8,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen12,9,
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen13,1,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen13,2,
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen13,3,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen13,4,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen13,5,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen13,6,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen13,7,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen13,8,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen13,9,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen14,1,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen14,2,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen14,3,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen14,4,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen14,5,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen14,6,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen14,7,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen14,8,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen14,9,
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen15,1,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen15,2,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen15,3,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen15,4,
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen15,5,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen15,6,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen15,7,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen15,8,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen15,9,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen1,1,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen1,2,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen1,3,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen1,4,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen1,5,
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen1,6,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen1,7,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen1,8,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen1,9,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen2,1,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen2,2,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen2,3,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen2,4,
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen2,5,
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen2,6,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen2,7,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen2,8,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen2,9,
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen3,1,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen3,2,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen3,3,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen3,4,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen3,5,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen3,6,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen3,7,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen3,8,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen3,9,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen4,1,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen4,2,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen4,3,3.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen4,4,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen4,5,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen4,6,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen4,7,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen4,8,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen4,9,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen5,1,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen5,2,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen5,3,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen5,4,
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen5,5,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen5,6,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen5,7,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen5,8,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen5,9,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen6,1,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen6,2,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen6,3,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen6,4,
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen6,5,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen6,6,
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen6,7,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen6,8,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen6,9,
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen7,1,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen7,2,3.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen7,3,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen7,4,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen7,5,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen7,6,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen7,7,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen7,8,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen7,9,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen8,1,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen8,2,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen8,3,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen8,4,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen8,5,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen8,6,
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen8,7,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen8,8,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen8,9,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen9,1,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen9,2,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen9,3,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen9,4,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen9,5,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen9,6,
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen9,7,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen9,8,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen9,9,
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen10,1,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen10,2,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen10,3,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen10,4,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen10,5,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen10,6,
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen10,7,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen10,8,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen10,9,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen11,1,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen11,2,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen11,3,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen11,4,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen11,5,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen11,6,
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen11,7,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen11,8,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen11,9,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen12,1,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen12,2,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen12,3,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen12,4,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen12,5,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen12,6,
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen12,7,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen12,8,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen12,9,
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen13,1,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen13,2,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen13,3,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen13,4,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen13,5,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen13,6,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen13,7,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen13,8,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen13,9,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen14,1,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen14,2,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen14,3,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen14,4,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen14,5,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen14,6,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen14,7,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen14,8,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen14,9,
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen15,1,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen15,2,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen15,3,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen15,4,
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen15,5,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen15,6,4.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen15,7,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen15,8,5.0
Sentinel,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,Sen15,9,4.0
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen1,1,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen1,2,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen1,3,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen1,4,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen1,5,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen1,6,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen1,7,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen1,8,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen1,9,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen2,1,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen2,2,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen2,3,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen2,4,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen2,5,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen2,6,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen2,7,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen2,8,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen2,9,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen3,1,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen3,2,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen3,3,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen3,4,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen3,5,3.0
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen3,6,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen3,7,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen3,8,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen3,9,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen4,1,2.0
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen4,2,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen4,3,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen4,4,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen4,5,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen4,6,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen4,7,2.0
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen4,8,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen4,9,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen5,1,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen5,2,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen5,3,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen5,4,2.0
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen5,5,3.0
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen5,6,2.0
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen5,7,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen5,8,2.0
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen5,9,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen6,1,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen6,2,1.0
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen6,3,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen6,4,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen6,5,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen6,6,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen6,7,1.0
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen6,8,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen6,9,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen7,1,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen7,2,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen7,3,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen7,4,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen7,5,
Sentinel,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,Sen7,6,
