source,config,llm,prompt,model_class,protocol,question,reasoning_concordance
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA15,1,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA15,2,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA15,3,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA15,4,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA15,5,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA15,6,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA15,7,Partly agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA15,8,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA15,9,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA1,1,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA1,2,Partly agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA1,3,Partly agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA1,4,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA1,5,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA1,6,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA1,7,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA1,8,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA1,9,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA2,1,Partly agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA2,2,Disagree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA2,3,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA2,4,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA2,5,Disagree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA2,6,Disagree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA2,7,Disagree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA2,8,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA2,9,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA3,1,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA3,2,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA3,3,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA3,4,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA3,5,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA3,6,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA3,7,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA3,8,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA3,9,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA4,1,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA4,2,Partly agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA4,3,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA4,4,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA4,5,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA4,6,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA4,7,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA4,8,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA4,9,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA5,1,Partly agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA5,2,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA5,3,Disagree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA5,4,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA5,5,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA5,6,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA5,7,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA5,8,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA5,9,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA6,1,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA6,2,Partly agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA6,3,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA6,4,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA6,5,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA6,6,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA6,7,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA6,8,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA6,9,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA7,1,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA7,2,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA7,3,Partly agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA7,4,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA7,5,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA7,6,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA7,7,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA7,8,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA7,9,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA8,1,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA8,2,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA8,3,Partly agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA8,4,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA8,5,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA8,6,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA8,7,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA8,8,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA8,9,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA9,1,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA9,2,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA9,3,Partly agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA9,4,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA9,5,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA9,6,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA9,7,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA9,8,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA9,9,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA10,1,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA10,2,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA10,3,Partly agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA10,4,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA10,5,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA10,6,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA10,7,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA10,8,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA10,9,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA11,1,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA11,2,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA11,3,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA11,4,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA11,5,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA11,6,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA11,7,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA11,8,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA11,9,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA12,1,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA12,2,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA12,3,Partly agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA12,4,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA12,5,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA12,6,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA12,7,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA12,8,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA12,9,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA13,1,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA13,2,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA13,3,Partly agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA13,4,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA13,5,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA13,6,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA13,7,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA13,8,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA13,9,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA14,1,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA14,2,Disagree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA14,3,Partly agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA14,4,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA14,5,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA14,6,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA14,7,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA14,8,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA14,9,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA15,1,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA15,2,Disagree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA15,3,Partly agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA15,4,
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA15,5,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA15,6,Disagree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA15,7,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA15,8,Agree
HMA-EMA,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,HMA15,9,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA1,1,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA1,2,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA1,3,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA1,4,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA1,5,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA1,6,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA1,7,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA1,8,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA1,9,
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA2,1,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA2,2,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA2,3,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA2,4,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA2,5,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA2,6,Partly agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA2,7,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA2,8,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA2,9,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA3,1,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA3,2,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA3,3,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA3,4,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA3,5,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA3,6,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA3,7,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA3,8,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA3,9,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA4,1,Disagree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA4,2,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA4,3,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA4,4,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA4,5,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA4,6,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA4,7,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA4,8,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA4,9,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA5,1,Disagree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA5,2,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA5,3,Disagree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA5,4,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA5,5,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA5,6,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA5,7,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA5,8,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA5,9,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA6,1,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA6,2,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA6,3,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA6,4,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA6,5,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA6,6,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA6,7,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA6,8,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA6,9,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA7,1,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA7,2,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA7,3,Partly agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA7,4,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA7,5,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA7,6,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA7,7,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA7,8,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA7,9,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA8,1,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA8,2,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA8,3,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA8,4,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA8,5,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA8,6,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA8,7,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA8,8,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA8,9,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA9,1,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA9,2,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA9,3,Partly agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA9,4,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA9,5,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA9,6,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA9,7,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA9,8,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA9,9,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA10,1,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA10,2,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA10,3,Partly agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA10,4,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA10,5,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA10,6,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA10,7,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA10,8,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA10,9,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA11,1,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA11,2,Disagree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA11,3,Partly agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA11,4,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA11,5,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA11,6,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA11,7,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA11,8,Partly agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA11,9,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA12,1,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA12,2,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA12,3,Partly agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA12,4,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA12,5,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA12,6,Partly agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA12,7,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA12,8,Partly agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA12,9,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA13,1,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA13,2,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA13,3,Partly agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA13,4,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA13,5,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA13,6,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA13,7,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA13,8,Partly agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA13,9,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA14,1,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA14,2,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA14,3,Partly agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA14,4,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA14,5,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA14,6,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA14,7,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA14,8,Partly agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA14,9,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA15,1,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA15,2,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA15,3,Partly agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA15,4,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA15,5,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA15,6,Disagree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA15,7,Agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA15,8,Partly agree
HMA-EMA,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,HMA15,9,Agree
